hour_utc,symbol,bin,buy_usdt,sell_usdt,buy_count,sell_count
2026-09-03T06:00:00Z,CAKEUSDT,W,0.0,0.0,0,0
2026-09-03T06:00:00Z,ENAUSDT,M,73919.05414299999,24802.668007,5,1
2026-09-03T06:00:00Z,ENAUSDT,MW,0.0,0.0,0,0
2026-09-03T06:00:00Z,ENAUSDT,R1,73278.02093699994,34721.67584900005,479,281
2026-09-03T06:00:00Z,ENAUSDT,R2,171369.44074600004,101075.038233,61,35
2026-09-03T06:00:00Z,ENAUSDT,W,0.0,0.0,0,0
2026-09-03T06:00:00Z,ETHUSDT,M,3638851.883832,3095332.067113001,151,126
2026-09-03T06:00:00Z,ETHUSDT,MW,0.0,0.0,0,0
2026-09-03T06:00:00Z,ETHUSDT,R1,1765857.5119089899,831791.8033160032,9720,7865
2026-09-03T06:00:00Z,ETHUSDT,R2,8832497.469683975,2302017.8240130013,4998,818
2026-09-03T06:00:00Z,ETHUSDT,W,1347778.9883700002,0.0,9,0
2026-09-03T06:00:00Z,HBARUSDT,M,0.0,0.0,0,0
2026-09-03T06:00:00Z,HBARUSDT,MW,0.0,0.0,0,0
2026-09-03T06:00:00Z,HBARUSDT,R1,60285.67973000002,32604.331670000003,412,251
2026-09-03T06:00:00Z,HBARUSDT,R2,13642.94904,4553.879809999999,9,4
2026-09-03T06:00:00Z,HBARUSDT,W,0.0,0.0,0,0
2026-09-03T06:00:00Z,LINKUSDT,M,117746.57845,50951.80547,7,4
2026-09-03T06:00:00Z,LINKUSDT,MW,0.0,0.0,0,0
2026-09-03T06:00:00Z,LINKUSDT,R1,332355.99712000164,175512.58371000036,2113,914
2026-09-03T06:00:00Z,LINKUSDT,R2,837637.8491099996,362642.7858000001,291,152
2026-09-03T06:00:00Z,LINKUSDT,W,0.0,0.0,0,0
2026-09-03T06:00:00Z,MORPHOUSDT,M,0.0,0.0,0,0
2026-09-03T06:00:00Z,MORPHOUSDT,MW,0.0,0.0,0,0
2026-09-03T06:00:00Z,MORPHOUSDT,R1,20525.96839999999,14477.07953,189,106
2026-09-03T06:00:00Z,MORPHOUSDT,R2,1049.35474,9745.185870000001,1,5
2026-09-03T06:00:00Z,MORPHOUSDT,W,0.0,0.0,0,0
2026-09-03T06:00:00Z,NEARUSDT,M,38576.6534,209013.33820000003,2,12
2026-09-03T06:00:00Z,NEARUSDT,MW,0.0,0.0,0,0
2026-09-03T06:00:00Z,NEARUSDT,R1,107395.89670000007,114062.36019999992,372,362
2026-09-03T06:00:00Z,NEARUSDT,R2,191646.66629999992,149930.02299999996,89,59
2026-09-03T06:00:00Z,NEARUSDT,W,0.0,0.0,0,0
2026-09-03T06:00:00Z,ONDOUSDT,M,0.0,0.0,0,0
2026-09-03T06:00:00Z,ONDOUSDT,MW,0.0,0.0,0,0
2026-09-03T06:00:00Z,ONDOUSDT,R1,44910.36228000003,52524.260819999996,279,261
2026-09-03T06:00:00Z,ONDOUSDT,R2,41451.66553,14834.0642,22,11
2026-09-03T06:00:00Z,ONDOUSDT,W,0.0,0.0,0,0
2026-09-03T06:00:00Z,SEIUSDT,M,0.0,0.0,0,0
2026-09-03T06:00:00Z,SEIUSDT,MW,0.0,0.0,0,0
2026-09-03T06:00:00Z,SEIUSDT,R1,17497.261230999997,39235.143581,183,434
2026-09-03T06:00:00Z,SEIUSDT,R2,9676.144657,5169.439563,4,4
2026-09-03T06:00:00Z,SEIUSDT,W,0.0,0.0,0,0
2026-09-03T06:00:00Z,SOLUSDT,M,1166084.0072600008,1283178.1995,64,63
2026-09-03T06:00:00Z,SOLUSDT,MW,0.0,0.0,0,0
2026-09-03T06:00:00Z,SOLUSDT,R1,302962.1034200002,245990.35216999968,1618,1273
